date,open,high,low,close,volume
2024-10-24 16:01:40.136244,115.28,115.9,114.94,115.17,62504502
2024-10-25 16:01:40.136244,112.33,114.61,112.13,113.07,64658847
2024-10-28 16:01:40.136244,112.98,113.22,110.75,112.6,23101547
2024-10-29 16:01:40.136244,112.58,114.42,112.56,112.78,57611982
2024-10-30 16:01:40.136244,114.29,114.98,113.02,113.79,57335705
2024-10-31 16:01:40.136244,109.03,110.05,108.68,109.37,65337449
2024-11-01 16:01:40.136244,109.98,110.53,108.4,110.36,38848714
2024-11-04 16:01:40.136244,105.76,107.51,104.44,106.26,94365832
2024-11-05 16:01:40.136244,106.97,108.38,105.21,107.3,51055946
2024-11-06 16:01:40.136244,106.4,107.98,106.28,106.82,33138433
2024-11-07 16:01:40.136244,109.69,110.01,106.92,109.45,46403116
2024-11-08 16:01:40.136244,108.43,111.18,106.97,107.86,82704602
2024-11-11 16:01:40.136244,109.97,111.23,108.36,109.76,53329717
2024-11-12 16:01:40.136244,106.95,108.57,105.87,107.0,10093433
2024-11-13 16:01:40.136244,107.53,107.66,107.01,107.27,87729433
2024-11-14 16:01:40.136244,102.56,102.85,100.74,102.58,32998335
2024-11-15 16:01:40.136244,104.64,105.48,104.3,104.62,83089724
2024-11-18 16:01:40.136244,108.54,109.58,105.36,108.71,82217300
2024-11-19 16:01:40.136244,107.52,107.91,105.46,107.07,74806919
2024-11-20 16:01:40.136244,106.01,108.62,105.43,107.39,33969856
2024-11-21 16:01:40.136244,107.31,110.05,106.2,108.47,22293753
2024-11-22 16:01:40.136244,105.39,105.79,104.55,104.85,49231948
2024-11-25 16:01:40.136244,103.05,105.07,102.69,103.15,84152091
2024-11-26 16:01:40.136244,101.82,102.09,100.67,101.35,4988485
2024-11-27 16:01:40.136244,106.57,107.76,106.41,106.9,94016814
2024-11-28 16:01:40.136244,110.33,111.05,108.73,109.42,56276502
2024-11-29 16:01:40.136244,108.85,109.62,107.34,108.92,71310511
2024-12-02 16:01:40.136244,111.08,112.17,110.52,110.83,57770787
2024-12-03 16:01:40.136244,111.13,112.9,111.12,111.38,78789179
2024-12-04 16:01:40.136244,112.36,112.9,111.84,112.87,6658553
2024-12-05 16:01:40.136244,109.34,110.47,107.99,110.3,6166664
2024-12-06 16:01:40.136244,114.17,114.98,113.55,113.72,54255765
2024-12-09 16:01:40.136244,112.06,112.23,111.27,111.84,15254771
2024-12-10 16:01:40.136244,110.16,110.36,109.06,110.11,17412281
2024-12-11 16:01:40.136244,110.95,111.89,109.0,111.58,53233931
2024-12-12 16:01:40.136244,113.26,113.43,111.59,112.46,45959221
2024-12-13 16:01:40.136244,112.6,112.75,111.1,112.54,38623915
2024-12-16 16:01:40.136244,115.08,116.16,113.0,114.67,69004040
2024-12-17 16:01:40.136244,111.8,112.15,111.58,111.8,78288052
2024-12-18 16:01:40.136244,115.83,116.6,115.53,116.47,15124295
2024-12-19 16:01:40.136244,115.79,115.84,113.51,115.22,31684041
2024-12-20 16:01:40.136244,115.28,116.37,114.07,115.02,64404334
2024-12-23 16:01:40.136244,119.75,119.86,118.65,119.86,90488296
2024-12-24 16:01:40.136244,118.29,119.05,116.48,118.03,89842815
2024-12-25 16:01:40.136244,121.24,121.66,117.53,120.75,18514025
2024-12-26 16:01:40.136244,120.61,120.86,119.96,120.21,13904572
2024-12-27 16:01:40.136244,117.02,119.99,116.91,118.03,63390152
2024-12-30 16:01:40.136244,116.19,118.54,116.08,117.06,92034458
2024-12-31 16:01:40.136244,118.99,122.68,117.65,118.56,13616424
2025-01-01 16:01:40.136244,120.84,121.59,118.5,121.27,88697887
2025-01-02 16:01:40.136244,121.26,122.68,120.8,121.9,27226802
2025-01-03 16:01:40.136244,117.93,118.12,114.69,117.71,98113044
2025-01-06 16:01:40.136244,118.75,120.87,117.7,119.4,37316160
2025-01-07 16:01:40.136244,118.77,121.32,117.71,119.05,29931648
2025-01-08 16:01:40.136244,116.71,117.16,115.04,116.22,22021613
2025-01-09 16:01:40.136244,116.25,117.97,116.02,117.14,63919610
2025-01-10 16:01:40.136244,119.31,122.4,116.56,120.13,92226058
2025-01-13 16:01:40.136244,119.21,121.19,118.51,120.18,87378886
2025-01-14 16:01:40.136244,122.15,124.38,120.44,122.68,81208705
2025-01-15 16:01:40.136244,124.01,124.23,122.16,123.96,33352398
2025-01-16 16:01:40.136244,124.91,125.36,123.46,125.3,29554997
2025-01-17 16:01:40.136244,125.42,126.17,124.45,124.48,87978350
2025-01-20 16:01:40.136244,127.07,127.98,126.59,126.78,57246361
2025-01-21 16:01:40.136244,129.38,129.91,128.68,129.39,72346983
2025-01-22 16:01:40.136244,132.54,133.03,130.63,131.71,59074153
2025-01-23 16:01:40.136244,129.96,133.73,128.91,130.83,36215282
2025-01-24 16:01:40.136244,134.31,135.44,133.67,133.73,53454434
2025-01-27 16:01:40.136244,134.75,137.45,133.96,134.91,8662579
2025-01-28 16:01:40.136244,131.78,135.02,131.71,132.08,61420219
2025-01-29 16:01:40.136244,131.4,133.89,130.81,131.0,34302584
2025-01-30 16:01:40.136244,129.24,132.6,126.97,129.51,70220586
2025-01-31 16:01:40.136244,124.1,125.66,122.91,123.98,94620831
2025-02-03 16:01:40.136244,126.72,129.01,126.66,126.79,70286279
2025-02-04 16:01:40.136244,136.0,136.33,135.2,135.79,59082795
2025-02-05 16:01:40.136244,139.14,139.51,138.78,139.49,36294153
2025-02-06 16:01:40.136244,140.67,141.79,138.84,140.02,89192830
2025-02-07 16:01:40.136244,137.06,138.59,136.49,138.47,39466902
2025-02-10 16:01:40.136244,136.14,137.81,135.56,135.71,27009219
2025-02-11 16:01:40.136244,134.9,137.46,133.99,136.19,22005861
2025-02-12 16:01:40.136244,138.64,140.9,136.36,139.16,51861533
2025-02-13 16:01:40.136244,137.5,137.54,134.66,137.14,62303272
2025-02-14 16:01:40.136244,143.69,148.57,143.05,145.15,48589380
2025-02-17 16:01:40.136244,140.94,142.17,140.78,140.82,70865172
2025-02-18 16:01:40.136244,140.58,141.98,140.49,141.55,69233029
2025-02-19 16:01:40.136244,141.12,141.85,139.48,141.81,53850544
2025-02-20 16:01:40.136244,141.14,143.29,141.11,141.86,54200080
2025-02-21 16:01:40.136244,139.18,140.63,138.63,140.12,74222143
2025-02-24 16:01:40.136244,139.2,140.84,138.36,140.41,63176597
2025-02-25 16:01:40.136244,140.5,141.52,138.95,139.06,34750416
2025-02-26 16:01:40.136244,142.97,145.01,142.54,143.1,67891213
2025-02-27 16:01:40.136244,147.42,148.83,144.84,148.34,81681697
2025-02-28 16:01:40.136244,146.69,148.81,145.86,147.11,12881497
2025-03-03 16:01:40.136244,141.93,143.48,140.68,141.9,91547451
2025-03-04 16:01:40.136244,142.66,143.8,141.08,142.93,3488322
2025-03-05 16:01:40.136244,142.94,145.47,141.85,143.85,44486209
2025-03-06 16:01:40.136244,143.57,147.59,143.11,144.22,35061915
2025-03-07 16:01:40.136244,146.83,149.56,144.64,145.96,30556294
2025-03-10 16:01:40.136244,149.45,152.62,148.44,150.51,63621699
2025-03-11 16:01:40.136244,151.8,155.4,151.15,153.34,4175920
2025-03-12 16:01:40.136244,154.88,156.46,153.78,155.18,92426341
2025-03-13 16:01:40.136244,156.29,158.54,155.94,157.82,61772819
2025-03-14 16:01:40.136244,158.01,158.89,157.33,158.73,44835592
2025-03-17 16:01:40.136244,154.52,156.43,152.5,155.49,37605179
2025-03-18 16:01:40.136244,159.59,161.35,159.09,160.58,65671006
2025-03-19 16:01:40.136244,161.04,161.96,160.5,160.98,81697341
2025-03-20 16:01:40.136244,157.9,158.81,155.38,157.7,60939107
2025-03-21 16:01:40.136244,153.24,154.66,152.07,153.86,64626393
2025-03-24 16:01:40.136244,150.74,152.54,149.43,150.81,17960411
2025-03-25 16:01:40.136244,146.18,149.54,144.92,146.8,68419268
2025-03-26 16:01:40.136244,149.32,149.56,146.59,149.02,5383305
2025-03-27 16:01:40.136244,147.38,150.82,146.69,148.48,58756945
2025-03-28 16:01:40.136244,151.2,152.27,148.86,151.08,46575950
2025-03-31 16:01:40.136244,155.25,156.88,154.44,155.06,93443132
2025-04-01 16:01:40.136244,160.09,160.33,158.09,158.24,36491168
2025-04-02 16:01:40.136244,159.1,162.37,157.9,160.51,56234564
