date,open,high,low,close,volume
2024-10-24 16:01:40.289181,142.81,149.48,141.23,144.56,74504828
2024-10-25 16:01:40.289181,136.85,138.29,136.13,137.54,86894125
2024-10-28 16:01:40.289181,140.28,142.42,139.14,140.6,67191167
2024-10-29 16:01:40.289181,143.33,144.09,141.31,142.27,49312463
2024-10-30 16:01:40.289181,141.76,143.08,141.35,141.7,82668376
2024-10-31 16:01:40.289181,147.97,149.67,145.6,147.19,43709454
2024-11-01 16:01:40.289181,146.41,147.66,144.06,146.14,40945677
2024-11-04 16:01:40.289181,148.37,151.9,147.76,147.76,17075451
2024-11-05 16:01:40.289181,142.82,142.82,140.23,142.22,94890629
2024-11-06 16:01:40.289181,136.52,136.61,133.64,135.21,24524088
2024-11-07 16:01:40.289181,130.73,132.46,129.09,132.24,47556442
2024-11-08 16:01:40.289181,129.37,130.43,128.48,129.41,96616600
2024-11-11 16:01:40.289181,128.54,130.47,127.37,128.2,26953779
2024-11-12 16:01:40.289181,133.98,134.42,131.83,133.21,5078719
2024-11-13 16:01:40.289181,139.91,142.57,138.31,139.72,91581743
2024-11-14 16:01:40.289181,139.0,139.83,138.39,139.45,84833250
2024-11-15 16:01:40.289181,143.23,144.21,141.98,143.77,96563076
2024-11-18 16:01:40.289181,144.81,145.32,143.96,145.07,75613437
2024-11-19 16:01:40.289181,147.51,150.44,145.96,147.19,94156221
2024-11-20 16:01:40.289181,143.6,144.61,141.25,143.6,30218909
2024-11-21 16:01:40.289181,146.71,147.97,145.12,146.92,30771217
2024-11-22 16:01:40.289181,145.4,145.53,143.82,145.48,23425114
2024-11-25 16:01:40.289181,144.26,144.86,141.95,143.29,80082667
2024-11-26 16:01:40.289181,142.13,144.22,141.5,143.01,12727457
2024-11-27 16:01:40.289181,151.24,153.22,148.51,150.7,71295991
2024-11-28 16:01:40.289181,151.83,154.48,149.97,152.89,35068615
2024-11-29 16:01:40.289181,150.98,151.4,147.79,151.12,83051000
2024-12-02 16:01:40.289181,150.0,151.46,147.69,150.4,40413692
2024-12-03 16:01:40.289181,150.12,154.1,146.7,151.3,86519714
2024-12-04 16:01:40.289181,156.09,157.69,154.49,156.82,16553282
2024-12-05 16:01:40.289181,156.5,157.23,154.12,154.85,63520750
2024-12-06 16:01:40.289181,152.94,155.14,151.45,153.04,7977677
2024-12-09 16:01:40.289181,144.65,148.93,143.97,146.85,48226540
2024-12-10 16:01:40.289181,148.37,149.37,146.49,148.37,14635022
2024-12-11 16:01:40.289181,145.68,147.68,144.62,145.0,49580518
2024-12-12 16:01:40.289181,149.68,150.84,149.3,149.35,76094850
2024-12-13 16:01:40.289181,146.15,149.73,144.15,147.08,2313175
